UDI,Product_ID,Type,Air_temperature_K,Process_temperature_K,Rotational_speed_rpm,Torque_Nm,Tool_wear_min,label,Power_kw,Combined_Energy,Temp_Delta,High_Temp_Flag,Wear_x_Torque,Stress_Index,Torque_per_Wear,Speed_x_Temp,Torque_sq,Speed_sq,Temp_Squared,Log_Tool_Wear,Wear_Bin
7178,L54357,L,300.2,310.2,1415,49.6,21,0,70.184,1473.864,10.0,1,1041.6000000000001,29715,2.2545454545454544,438933.0,2460.1600000000003,2002225,96224.04,3.091042453358316,0
7179,L54358,L,300.2,310.2,1600,31.5,23,0,50.4,1159.2,10.0,1,724.5,36800,1.3125,496320.0,992.25,2560000,96224.04,3.1780538303479458,0
7180,L54359,L,300.2,310.1,1523,42.3,25,0,64.4229,1610.5725,9.900000000000034,0,1057.5,38075,1.626923076923077,472282.30000000005,1789.2899999999997,2319529,96162.01000000001,3.258096538021482,0
7181,M22040,M,300.2,310.2,1628,30.3,27,0,49.3284,1331.8668,10.0,1,818.1,43956,1.082142857142857,505005.6,918.09,2650384,96224.04,3.332204510175204,0
7182,L54361,L,300.2,310.3,1331,52.1,30,0,69.3451,2080.353,10.100000000000023,1,1563.0,39930,1.6806451612903226,413009.3,2714.4100000000003,1771561,96286.09000000001,3.4339872044851463,0
7183,L54362,L,300.3,310.3,2158,16.8,32,0,36.254400000000004,1160.1408000000001,10.0,1,537.6,69056,0.5090909090909091,669627.4,282.24,4656964,96286.09000000001,3.4965075614664802,0
7184,L54363,L,300.2,310.3,1445,50.9,34,0,73.5505,2500.717,10.100000000000023,1,1730.6,49130,1.4542857142857142,448383.5,2590.81,2088025,96286.09000000001,3.5553480614894135,0
7185,M22044,M,300.2,310.3,1593,36.1,36,0,57.5073,2070.2628,10.100000000000023,1,1299.6000000000001,57348,0.9756756756756757,494307.9,1303.21,2537649,96286.09000000001,3.6109179126442243,0
7186,L54365,L,300.3,310.4,1672,29.2,39,0,48.8224,1904.0736000000002,10.099999999999966,1,1138.8,65208,0.73,518988.8,852.64,2795584,96348.15999999999,3.6888794541139363,0
7187,M22046,M,300.4,310.5,1644,31.4,41,0,51.6216,2116.4856,10.100000000000023,1,1287.3999999999999,67404,0.7476190476190476,510462.0,985.9599999999999,2702736,96410.25,3.7376696182833684,0
7188,L54367,L,300.4,310.5,1402,54.3,44,0,76.12859999999999,3349.6584,10.100000000000023,1,2389.2,61688,1.2066666666666666,435321.0,2948.49,1965604,96410.25,3.8066624897703196,0
7189,L54368,L,300.4,310.4,1286,56.8,46,0,73.04480000000001,3360.0608,10.0,1,2612.7999999999997,59156,1.2085106382978723,399174.39999999997,3226.24,1653796,96348.15999999999,3.8501476017100584,0
7190,L54369,L,300.4,310.4,1486,46.3,48,0,68.8018,3302.4864,10.0,1,2222.3999999999996,71328,0.9448979591836734,461254.39999999997,2143.6899999999996,2208196,96348.15999999999,3.8918202981106265,0
7191,L54370,L,300.3,310.3,1345,46.3,50,0,62.27349999999999,3113.6749999999997,10.0,1,2315.0,67250,0.907843137254902,417353.5,2143.6899999999996,1809025,96286.09000000001,3.9318256327243257,0
7192,L54371,L,300.3,310.3,1629,34.1,52,0,55.5489,2888.5428,10.0,1,1773.2,84708,0.6433962264150944,505478.7,1162.8100000000002,2653641,96286.09000000001,3.970291913552122,0
7193,M22052,M,300.2,310.2,1429,43.8,54,0,62.590199999999996,3379.8707999999997,10.0,1,2365.2,77166,0.7963636363636363,443275.8,1918.4399999999998,2042041,96224.04,4.007333185232471,1
7194,L54373,L,300.1,310.1,1306,64.7,57,0,84.4982,4816.3974,10.0,0,3687.9,74442,1.1155172413793104,404990.60000000003,4186.09,1705636,96162.01000000001,4.060443010546419,1
7195,L54374,L,300.1,310.1,1380,52.6,59,0,72.588,4282.692,10.0,0,3103.4,81420,0.8766666666666667,427938.00000000006,2766.76,1904400,96162.01000000001,4.0943445622221,1
7196,M22055,M,300.1,310.1,1443,49.3,61,0,71.1399,4339.533899999999,10.0,0,3007.2999999999997,88023,0.7951612903225806,447474.30000000005,2430.49,2082249,96162.01000000001,4.127134385045092,1
7197,H36610,H,300.1,310.1,1426,42.7,64,0,60.89020000000001,3896.9728000000005,10.0,0,2732.8,91264,0.6569230769230769,442202.60000000003,1823.2900000000002,2033476,96162.01000000001,4.174387269895637,1
7198,L54377,L,300.0,310.0,1486,41.8,69,0,62.114799999999995,4285.9212,10.0,0,2884.2,102534,0.5971428571428571,460660.0,1747.2399999999998,2208196,96100.0,4.248495242049359,1
7199,M22058,M,300.0,309.9,1530,34.5,71,0,52.785,3747.7349999999997,9.899999999999977,0,2449.5,108630,0.4791666666666667,474146.99999999994,1190.25,2340900,96038.00999999998,4.276666119016055,1
7200,L54379,L,300.0,309.9,1507,41.4,74,0,62.389799999999994,4616.8452,9.899999999999977,0,3063.6,111518,0.5519999999999999,467019.3,1713.9599999999998,2271049,96038.00999999998,4.31748811353631,1
7201,L54380,L,300.0,309.9,1608,33.4,76,0,53.7072,4081.7472,9.899999999999977,0,2538.4,122208,0.43376623376623374,498319.19999999995,1115.56,2585664,96038.00999999998,4.343805421853684,1
7202,L54381,L,300.0,309.8,1474,40.6,78,0,59.8444,4667.8632,9.800000000000011,0,3166.8,114972,0.5139240506329114,456645.2,1648.3600000000001,2172676,95976.04000000001,4.3694478524670215,1
7203,L54382,L,300.0,309.7,1326,61.9,80,0,82.07939999999999,6566.351999999999,9.699999999999989,0,4952.0,106080,0.7641975308641975,410662.2,3831.6099999999997,1758276,95914.09,4.394449154672439,1
7204,M22063,M,299.8,309.6,1434,48.0,82,0,68.832,5644.223999999999,9.800000000000011,0,3936.0,117588,0.5783132530120482,443966.4,2304.0,2056356,95852.16000000002,4.418840607796598,1
7205,L54384,L,299.8,309.6,1526,41.7,85,0,63.63420000000001,5408.907,9.800000000000011,0,3544.5000000000005,129710,0.4848837209302326,472449.60000000003,1738.8900000000003,2328676,95852.16000000002,4.454347296253507,1
7206,L54385,L,299.8,309.7,1483,39.6,87,0,58.726800000000004,5109.2316,9.899999999999977,0,3445.2000000000003,129021,0.45,459285.1,1568.16,2199289,95914.09,4.477336814478207,1
7207,L54386,L,299.8,309.7,1457,51.9,89,0,75.6183,6730.028700000001,9.899999999999977,0,4619.099999999999,129673,0.5766666666666667,451232.89999999997,2693.6099999999997,2122849,95914.09,4.499809670330265,1
7208,M22067,M,299.7,309.6,1540,34.4,91,0,52.976,4820.816,9.900000000000034,0,3130.4,140140,0.3739130434782609,476784.00000000006,1183.36,2371600,95852.16000000002,4.5217885770490405,1
7209,L54388,L,299.8,309.7,1707,29.1,94,0,49.673700000000004,4669.3278,9.899999999999977,0,2735.4,160458,0.3063157894736842,528657.9,846.8100000000001,2913849,95914.09,4.553876891600541,1
7210,L54389,L,299.8,309.7,1624,34.2,96,0,55.540800000000004,5331.916800000001,9.899999999999977,0,3283.2000000000003,155904,0.3525773195876289,502952.8,1169.64,2637376,95914.09,4.574710978503383,1
7211,M22070,M,299.8,309.6,1331,50.2,98,0,66.8162,6547.9875999999995,9.800000000000011,0,4919.6,130438,0.5070707070707071,412077.60000000003,2520.0400000000004,1771561,95852.16000000002,4.59511985013459,1
7212,L54391,L,299.8,309.7,1431,40.3,101,0,57.66929999999999,5824.599299999999,9.899999999999977,0,4070.2999999999997,144531,0.39509803921568626,443180.7,1624.0899999999997,2047761,95914.09,4.624972813284271,1
7213,M22072,M,299.8,309.7,1705,28.5,103,0,48.5925,5005.0275,9.899999999999977,0,2935.5,175615,0.27403846153846156,528038.5,812.25,2907025,95914.09,4.6443908991413725,1
7214,M22073,M,299.8,309.8,1427,45.2,106,0,64.5004,6837.0424,10.0,0,4791.200000000001,151262,0.4224299065420561,442084.60000000003,2043.0400000000002,2036329,95976.04000000001,4.672828834461906,1
7215,M22074,M,299.9,309.8,1625,41.2,109,0,66.95,7297.55,9.900000000000034,0,4490.8,177125,0.37454545454545457,503425.0,1697.4400000000003,2640625,95976.04000000001,4.700480365792417,2
7216,L54395,L,299.9,309.8,1477,47.7,112,0,70.45290000000001,7890.724800000002,9.900000000000034,0,5342.400000000001,165424,0.42212389380530974,457574.60000000003,2275.2900000000004,2181529,95976.04000000001,4.727387818712341,2
7217,M22076,M,300.0,309.9,1651,28.1,114,0,46.393100000000004,5288.813400000001,9.899999999999977,0,3203.4,188214,0.24434782608695654,511644.89999999997,789.6100000000001,2725801,96038.00999999998,4.74493212836325,2
7218,L54397,L,299.9,309.8,1716,28.2,117,0,48.3912,5661.770399999999,9.900000000000034,0,3299.4,200772,0.23898305084745763,531616.8,795.24,2944656,95976.04000000001,4.770684624465665,2
7219,H36632,H,299.9,309.8,1400,48.7,119,0,68.18,8113.420000000001,9.900000000000034,0,5795.3,166600,0.4058333333333334,433720.0,2371.69,1960000,95976.04000000001,4.787491742782046,2
7220,M22079,M,299.8,309.7,1556,37.7,124,0,58.6612,7273.9888,9.899999999999977,0,4674.8,192944,0.30160000000000003,481893.19999999995,1421.2900000000002,2421136,95914.09,4.8283137373023015,2
7221,L54400,L,299.8,309.7,1429,42.6,127,0,60.8754,7731.1758,9.899999999999977,0,5410.2,181483,0.3328125,442561.3,1814.7600000000002,2042041,95914.09,4.852030263919617,2
7222,H36635,H,299.7,309.6,1433,49.6,129,0,71.0768,9168.907200000001,9.900000000000034,0,6398.400000000001,184857,0.38153846153846155,443656.80000000005,2460.1600000000003,2053489,95852.16000000002,4.867534450455582,2
7223,M22082,M,299.8,309.7,1320,61.7,134,0,81.444,10913.496000000001,9.899999999999977,0,8267.800000000001,176880,0.4570370370370371,408804.0,3806.8900000000003,1742400,95914.09,4.90527477843843,2
7224,L54403,L,299.8,309.6,1374,51.6,137,0,70.89840000000001,9713.080800000002,9.800000000000011,0,7069.2,188238,0.3739130434782609,425390.4,2662.56,1887876,95852.16000000002,4.927253685157205,2
7225,L54404,L,299.8,309.6,1598,31.0,139,0,49.538,6885.781999999999,9.800000000000011,0,4309.0,222122,0.22142857142857142,494740.80000000005,961.0,2553604,95852.16000000002,4.941642422609304,2
7226,M22085,M,299.8,309.7,1910,21.8,141,0,41.638,5870.958,9.899999999999977,0,3073.8,269310,0.1535211267605634,591527.0,475.24,3648100,95914.09,4.955827057601261,2
7227,L54406,L,299.7,309.6,1399,51.3,144,0,71.7687,10334.692799999999,9.900000000000034,0,7387.2,201456,0.35379310344827586,433130.4,2631.6899999999996,1957201,95852.16000000002,4.976733742420574,2
7228,L54407,L,299.7,309.6,1720,27.1,146,0,46.612,6805.352,9.900000000000034,0,3956.6000000000004,251120,0.18435374149659864,532512.0,734.4100000000001,2958400,95852.16000000002,4.990432586778736,2
7229,H36642,H,299.8,309.7,1368,47.4,148,0,64.8432,9596.793599999999,9.899999999999977,0,7015.2,202464,0.3181208053691275,423669.6,2246.7599999999998,1871424,95914.09,5.003946305945459,2
7230,L54409,L,299.8,309.8,1749,33.4,153,0,58.416599999999995,8937.7398,10.0,0,5110.2,267597,0.21688311688311687,541840.2000000001,1115.56,3059001,95976.04000000001,5.0369526024136295,2
7231,L54410,L,299.8,309.8,1542,39.4,155,0,60.754799999999996,9416.993999999999,10.0,0,6107.0,239010,0.25256410256410255,477711.60000000003,1552.36,2377764,95976.04000000001,5.049856007249537,2
7232,L54411,L,299.8,309.9,1553,36.6,157,0,56.839800000000004,8923.848600000001,10.099999999999966,0,5746.2,243821,0.23164556962025318,481274.69999999995,1339.5600000000002,2411809,96038.00999999998,5.062595033026967,2
7233,M22092,M,299.9,309.9,1639,42.1,159,0,69.0019,10971.3021,10.0,0,6693.900000000001,260601,0.263125,507926.1,1772.41,2686321,96038.00999999998,5.075173815233827,2
7234,L54413,L,299.9,310.0,1447,45.9,162,0,66.4173,10759.6026,10.100000000000023,0,7435.8,234414,0.28159509202453986,448570.0,2106.81,2093809,96100.0,5.093750200806762,2
7235,M22094,M,299.8,310.0,1397,48.1,164,0,67.1957,11020.0948,10.199999999999989,0,7888.400000000001,229108,0.2915151515151515,433070.0,2313.61,1951609,96100.0,5.10594547390058,3
7236,L54415,L,299.8,310.0,1361,53.8,167,0,73.2218,12228.0406,10.199999999999989,0,8984.6,227287,0.3202380952380952,421910.0,2894.4399999999996,1852321,96100.0,5.123963979403259,3
7237,M22096,M,299.8,310.0,1460,37.1,169,0,54.166,9154.054,10.199999999999989,0,6269.900000000001,246740,0.21823529411764706,452600.0,1376.41,2131600,96100.0,5.135798437050262,3
7238,M22097,M,299.8,310.0,1632,33.7,172,0,54.998400000000004,9459.7248,10.199999999999989,0,5796.400000000001,280704,0.1947976878612717,505920.0,1135.6900000000003,2663424,96100.0,5.153291594497779,3
7239,L54418,L,299.8,310.0,1697,36.0,175,0,61.092,10691.1,10.199999999999989,0,6300.0,296975,0.20454545454545456,526070.0,1296.0,2879809,96100.0,5.170483995038151,3
7240,L54419,L,299.8,310.1,1553,42.0,177,0,65.226,11545.002,10.300000000000011,0,7434.0,274881,0.23595505617977527,481585.30000000005,1764.0,2411809,96162.01000000001,5.181783550292085,3
7241,M22100,M,299.9,310.1,1362,56.3,179,0,76.6806,13725.8274,10.200000000000045,0,10077.699999999999,243798,0.31277777777777777,422356.2,3169.6899999999996,1855044,96162.01000000001,5.19295685089021,3
7242,M22101,M,299.9,310.0,1484,42.1,182,0,62.4764,11370.7048,10.100000000000023,0,7662.2,270088,0.23005464480874319,460040.0,1772.41,2202256,96100.0,5.209486152841421,3
7243,H36656,H,299.9,310.1,1447,51.4,185,0,74.3758,13759.523,10.200000000000045,0,9509.0,267695,0.27634408602150534,448714.7,2641.96,2093809,96162.01000000001,5.225746673713202,3
7244,M22103,M,300.0,310.2,1393,51.2,190,0,71.3216,13551.104000000001,10.199999999999989,1,9728.0,264670,0.2680628272251309,432108.6,2621.4400000000005,1940449,96224.04,5.25227342804663,3
7245,L54424,L,300.0,310.2,1760,26.9,193,0,47.344,9137.392,10.199999999999989,1,5191.7,339680,0.13865979381443297,545952.0,723.6099999999999,3097600,96224.04,5.267858159063328,3
7246,L54425,L,300.0,310.1,1477,34.6,195,0,51.104200000000006,9965.319000000001,10.100000000000023,0,6747.0,288015,0.17653061224489797,458017.7,1197.16,2181529,96162.01000000001,5.278114659230517,3
7247,L54426,L,299.9,310.1,1681,29.1,197,0,48.917100000000005,9636.6687,10.200000000000045,0,5732.700000000001,331157,0.14696969696969697,521278.10000000003,846.8100000000001,2825761,96162.01000000001,5.288267030694535,3
7248,M22107,M,300.0,310.1,1314,53.5,199,0,70.299,13989.501000000002,10.100000000000023,0,10646.5,261486,0.2675,407471.4,2862.25,1726596,96162.01000000001,5.298317366548036,3
7249,L54428,L,300.0,310.1,1762,28.0,202,0,49.336,9965.872,10.100000000000023,0,5656.0,355924,0.13793103448275862,546396.2000000001,784.0,3104644,96162.01000000001,5.313205979041787,3
7250,L54429,L,299.9,310.0,1402,44.7,204,0,62.6694,12784.5576,10.100000000000023,0,9118.800000000001,286008,0.2180487804878049,434620.0,1998.0900000000001,1965604,96100.0,5.3230099791384085,3
7251,M22110,M,300.1,310.2,1429,42.0,206,0,60.018,12363.708,10.099999999999966,1,8652.0,294374,0.2028985507246377,443275.8,1764.0,2042041,96224.04,5.332718793265369,3
7252,M22111,M,300.2,310.3,1448,40.1,209,0,58.064800000000005,12135.543200000002,10.100000000000023,1,8380.9,302632,0.19095238095238096,449314.4,1608.0100000000002,2096704,96286.09000000001,5.3471075307174685,3
7253,H36666,H,300.2,310.4,1501,42.9,212,0,64.3929,13651.2948,10.199999999999989,1,9094.8,318212,0.20140845070422533,465910.39999999997,1840.4099999999999,2253001,96348.15999999999,5.3612921657094255,3
7254,L54433,L,300.3,310.5,1522,39.1,217,0,59.510200000000005,12913.7134,10.199999999999989,1,8484.7,330274,0.1793577981651376,472581.0,1528.8100000000002,2316484,96410.25,5.384495062789089,3
7255,L54434,L,300.3,310.4,1493,37.5,219,0,55.9875,12261.262499999999,10.099999999999966,1,8212.5,326967,0.17045454545454544,463427.19999999995,1406.25,2229049,96348.15999999999,5.393627546352362,3
7256,M22115,M,300.2,310.3,1704,29.4,221,0,50.0976,11071.5696,10.100000000000023,1,6497.4,376584,0.13243243243243244,528751.2000000001,864.3599999999999,2903616,96286.09000000001,5.402677381872279,3
7257,H36670,H,300.2,310.3,1408,42.5,0,0,59.84,0.0,10.100000000000023,1,0.0,0,42.5,436902.4,1806.25,1982464,96286.09000000001,0.0,0
7258,L54437,L,300.2,310.4,1518,41.8,5,0,63.4524,317.262,10.199999999999989,1,209.0,7590,6.966666666666666,471187.19999999995,1747.2399999999998,2304324,96348.15999999999,1.791759469228055,0
7259,L54438,L,300.3,310.4,1742,25.9,7,0,45.117799999999995,315.8246,10.099999999999966,1,181.29999999999998,12194,3.2375,540716.7999999999,670.81,3034564,96348.15999999999,2.0794415416798357,0
7260,M22119,M,300.4,310.5,1500,43.0,9,0,64.5,580.5,10.100000000000023,1,387.0,13500,4.3,465750.0,1849.0,2250000,96410.25,2.302585092994046,0
7261,L54440,L,300.4,310.5,2424,14.5,12,0,35.148,421.77600000000007,10.100000000000023,1,174.0,29088,1.1153846153846154,752652.0,210.25,5875776,96410.25,2.5649493574615367,0
7262,L54441,L,300.4,310.5,1818,25.1,14,0,45.631800000000005,638.8452000000001,10.100000000000023,1,351.40000000000003,25452,1.6733333333333333,564489.0,630.0100000000001,3305124,96410.25,2.70805020110221,0
7263,M22122,M,300.4,310.6,1545,35.6,16,0,55.002,880.032,10.200000000000045,1,569.6,24720,2.0941176470588236,479877.00000000006,1267.3600000000001,2387025,96472.36000000002,2.833213344056216,0
7264,L54443,L,300.4,310.6,1429,46.9,19,0,67.02009999999999,1273.3818999999996,10.200000000000045,1,891.1,27151,2.3449999999999998,443847.4,2199.6099999999997,2042041,96472.36000000002,2.995732273553991,0
7265,M22124,M,300.4,310.6,1448,44.9,21,0,65.0152,1365.3192,10.200000000000045,1,942.9,30408,2.040909090909091,449748.80000000005,2016.0099999999998,2096704,96472.36000000002,3.091042453358316,0
7266,L54445,L,300.4,310.6,1384,48.7,24,0,67.4008,1617.6192,10.200000000000045,1,1168.8000000000002,33216,1.9480000000000002,429870.4,2371.69,1915456,96472.36000000002,3.2188758248682006,0
7267,L54446,L,300.4,310.5,1578,32.8,26,0,51.758399999999995,1345.7183999999997,10.100000000000023,1,852.8,41028,1.2148148148148148,489969.0,1075.84,2490084,96410.25,3.295836866004329,0
7268,L54447,L,300.5,310.5,1695,26.7,28,0,45.2565,1267.182,10.0,1,747.6,47460,0.9206896551724137,526297.5,712.89,2873025,96410.25,3.367295829986474,0
7269,L54448,L,300.5,310.6,1543,36.2,30,0,55.85660000000001,1675.6980000000003,10.100000000000023,1,1086.0,46290,1.167741935483871,479255.80000000005,1310.4400000000003,2380849,96472.36000000002,3.4339872044851463,0
7270,M22129,M,300.4,310.5,1540,33.4,32,0,51.436,1645.952,10.100000000000023,1,1068.8,49280,1.012121212121212,478170.0,1115.56,2371600,96410.25,3.4965075614664802,0
7271,L54450,L,300.2,310.4,1808,25.8,35,0,46.6464,1632.624,10.199999999999989,1,903.0,63280,0.7166666666666667,561203.2,665.64,3268864,96348.15999999999,3.58351893845611,0
7272,M22131,M,300.3,310.4,1293,49.7,37,0,64.2621,2377.6977,10.099999999999966,1,1838.9,47841,1.3078947368421054,401347.19999999995,2470.09,1671849,96348.15999999999,3.6375861597263857,0
7273,L54452,L,300.2,310.3,1202,59.5,40,0,71.519,2860.76,10.100000000000023,1,2380.0,48080,1.451219512195122,372980.60000000003,3540.25,1444804,96286.09000000001,3.713572066704308,0
7274,M22133,M,300.2,310.3,1704,29.2,42,0,49.7568,2089.7856,10.100000000000023,1,1226.3999999999999,71568,0.6790697674418604,528751.2000000001,852.64,2903616,96286.09000000001,3.7612001156935624,0
7275,M22134,M,300.2,310.3,1478,38.1,45,0,56.311800000000005,2534.0310000000004,10.100000000000023,1,1714.5,66510,0.8282608695652174,458623.4,1451.6100000000001,2184484,96286.09000000001,3.828641396489095,0
7276,L54455,L,300.2,310.3,1514,38.7,48,0,58.591800000000006,2812.4064000000003,10.100000000000023,1,1857.6000000000001,72672,0.789795918367347,469794.2,1497.6900000000003,2292196,96286.09000000001,3.8918202981106265,0
7277,M22136,M,300.1,310.3,1350,48.8,50,0,65.88,3294.0,10.199999999999989,1,2440.0,67500,0.9568627450980391,418905.0,2381.4399999999996,1822500,96286.09000000001,3.9318256327243257,0
7278,L54457,L,300.1,310.2,1475,54.2,53,0,79.945,4237.085,10.099999999999966,1,2872.6000000000004,78175,1.0037037037037038,457545.0,2937.6400000000003,2175625,96224.04,3.9889840465642745,0
7279,H36692,H,300.0,310.1,1714,28.7,55,0,49.19179999999999,2705.5489999999995,10.100000000000023,0,1578.5,94270,0.5125,531511.4,823.6899999999999,2937796,96162.01000000001,4.02535169073515,1
7280,L54459,L,300.0,310.1,1465,40.9,60,0,59.9185,3595.11,10.100000000000023,0,2454.0,87900,0.6704918032786885,454296.50000000006,1672.81,2146225,96162.01000000001,4.110873864173311,1
7281,L54460,L,299.9,310.2,1288,69.6,62,1,89.64479999999999,5557.977599999999,10.300000000000011,1,4315.2,79856,1.1047619047619046,399537.6,4844.159999999999,1658944,96224.04,4.143134726391533,1
7282,L54461,L,300.0,310.2,1675,29.7,64,0,49.7475,3183.84,10.199999999999989,1,1900.8,107200,0.45692307692307693,519585.0,882.0899999999999,2805625,96224.04,4.174387269895637,1
7283,L54462,L,300.0,310.2,1486,36.4,66,0,54.0904,3569.9664000000002,10.199999999999989,1,2402.4,98076,0.5432835820895522,460957.2,1324.9599999999998,2208196,96224.04,4.204692619390966,1
7284,M22143,M,300.0,310.2,1443,58.7,68,0,84.70410000000001,5759.8788,10.199999999999989,1,3991.6000000000004,98124,0.8507246376811595,447618.6,3445.6900000000005,2082249,96224.04,4.23410650459726,1
7285,M22144,M,300.1,310.3,1345,57.1,71,0,76.7995,5452.764499999999,10.199999999999989,1,4054.1,95495,0.7930555555555556,417353.5,3260.4100000000003,1809025,96286.09000000001,4.276666119016055,1
7286,M22145,M,300.2,310.4,1202,61.7,74,0,74.16340000000001,5488.091600000001,10.199999999999989,1,4565.8,88948,0.8226666666666667,373100.8,3806.8900000000003,1444804,96348.15999999999,4.31748811353631,1
7287,M22146,M,300.1,310.4,1480,37.1,77,0,54.908,4227.916,10.299999999999955,1,2856.7000000000003,113960,0.47564102564102567,459391.99999999994,1376.41,2190400,96348.15999999999,4.356708826689592,1
7288,M22147,M,300.2,310.4,1530,35.7,80,0,54.62100000000001,4369.68,10.199999999999989,1,2856.0,122400,0.44074074074074077,474911.99999999994,1274.4900000000002,2340900,96348.15999999999,4.394449154672439,1
7289,M22148,M,300.2,310.6,1983,20.8,83,0,41.2464,3423.4512,10.400000000000034,1,1726.4,164589,0.24761904761904763,615919.8,432.64000000000004,3932289,96472.36000000002,4.430816798843313,1
7290,L54469,L,300.3,310.6,1433,53.8,86,0,77.0954,6630.2044,10.300000000000011,1,4626.8,123238,0.6183908045977011,445089.80000000005,2894.4399999999996,2053489,96472.36000000002,4.465908118654584,1
7291,L54470,L,300.3,310.6,1806,24.4,88,0,44.066399999999994,3877.8431999999993,10.300000000000011,1,2147.2,158928,0.2741573033707865,560943.6000000001,595.3599999999999,3261636,96472.36000000002,4.48863636973214,1
7292,L54471,L,300.2,310.5,1416,46.7,90,0,66.1272,5951.448,10.300000000000011,1,4203.0,127440,0.5131868131868133,439668.0,2180.8900000000003,2005056,96410.25,4.51085950651685,1
7293,M22152,M,300.1,310.4,1556,38.1,92,0,59.28360000000001,5454.091200000001,10.299999999999955,1,3505.2000000000003,143152,0.4096774193548387,482982.39999999997,1451.6100000000001,2421136,96348.15999999999,4.532599493153256,1
7294,L54473,L,300.1,310.5,1627,29.2,95,0,47.5084,4513.298,10.399999999999977,1,2774.0,154565,0.30416666666666664,505183.5,852.64,2647129,96410.25,4.564348191467836,1
7295,L54474,L,300.1,310.6,1809,24.3,97,0,43.95870000000001,4263.9939,10.5,1,2357.1,175473,0.2479591836734694,561875.4,590.49,3272481,96472.36000000002,4.584967478670572,1
7296,M22155,M,300.1,310.5,1329,57.4,99,0,76.2846,7552.1754,10.399999999999977,1,5682.599999999999,131571,0.574,412654.5,3294.7599999999998,1766241,96410.25,4.605170185988092,1
7297,H36710,H,300.0,310.4,1881,21.9,102,0,41.19389999999999,4201.777799999999,10.399999999999977,1,2233.7999999999997,191862,0.21262135922330097,583862.3999999999,479.60999999999996,3538161,96348.15999999999,4.634728988229636,1
7298,L54477,L,300.1,310.5,1500,39.8,107,0,59.699999999999996,6387.9,10.399999999999977,1,4258.599999999999,160500,0.36851851851851847,465750.0,1584.0399999999997,2250000,96410.25,4.68213122712422,1
7299,L54478,L,300.1,310.5,1532,36.0,109,0,55.152,6011.568,10.399999999999977,1,3924.0,166988,0.32727272727272727,475686.0,1296.0,2347024,96410.25,4.700480365792417,2
7300,L54479,L,300.1,310.5,1492,50.9,111,0,75.9428,8429.650800000001,10.399999999999977,1,5649.9,165612,0.4544642857142857,463266.0,2590.81,2226064,96410.25,4.718498871295094,2
7301,L54480,L,300.2,310.6,1431,42.3,113,0,60.531299999999995,6840.036899999999,10.400000000000034,1,4779.9,161703,0.37105263157894736,444468.60000000003,1789.2899999999997,2047761,96472.36000000002,4.736198448394496,2
7302,L54481,L,300.1,310.4,1554,39.4,115,0,61.227599999999995,7041.173999999999,10.299999999999955,1,4531.0,178710,0.3396551724137931,482361.6,1552.36,2414916,96348.15999999999,4.7535901911063645,2
7303,L54482,L,300.1,310.5,1494,44.2,117,0,66.0348,7726.0716,10.399999999999977,1,5171.400000000001,174798,0.3745762711864407,463887.0,1953.6400000000003,2232036,96410.25,4.770684624465665,2
7304,L54483,L,300.1,310.6,1374,45.4,119,0,62.379599999999996,7423.1723999999995,10.5,1,5402.599999999999,163506,0.3783333333333333,426764.4,2061.16,1887876,96472.36000000002,4.787491742782046,2
7305,L54484,L,300.1,310.5,1394,44.3,121,0,61.7542,7472.258199999999,10.399999999999977,1,5360.299999999999,168674,0.36311475409836064,432837.0,1962.4899999999998,1943236,96410.25,4.804021044733257,2
7306,M22165,M,300.0,310.5,1790,25.7,123,0,46.003,5658.369,10.5,1,3161.1,220170,0.20725806451612902,555795.0,660.49,3204100,96410.25,4.820281565605037,2
7307,L54486,L,300.1,310.5,1356,45.8,126,0,62.1048,7825.2047999999995,10.399999999999977,1,5770.799999999999,170856,0.3606299212598425,421038.0,2097.64,1838736,96410.25,4.844187086458591,2
7308,M22167,M,300.0,310.4,1385,52.1,128,0,72.1585,9236.288,10.399999999999977,1,6668.8,177280,0.4038759689922481,429903.99999999994,2714.4100000000003,1918225,96348.15999999999,4.859812404361672,2
7309,L54488,L,300.0,310.4,1333,49.1,131,0,65.4503,8573.9893,10.399999999999977,1,6432.1,174623,0.371969696969697,413763.19999999995,2410.81,1776889,96348.15999999999,4.882801922586371,2
7310,L54489,L,300.0,310.4,1505,44.9,133,0,67.5745,8987.4085,10.399999999999977,1,5971.7,200165,0.33507462686567163,467151.99999999994,2016.0099999999998,2265025,96348.15999999999,4.897839799950911,2
7311,L54490,L,300.0,310.5,1606,33.5,135,0,53.801,7263.135,10.5,1,4522.5,216810,0.24632352941176472,498663.0,1122.25,2579236,96410.25,4.912654885736052,2
7312,H36725,H,300.0,310.5,1558,36.7,137,0,57.1786,7833.4682,10.5,1,5027.900000000001,213446,0.2659420289855073,483759.0,1346.89,2427364,96410.25,4.927253685157205,2
7313,L54492,L,300.0,310.5,1412,52.4,142,0,73.9888,10506.409599999999,10.5,1,7440.8,200504,0.36643356643356645,438426.0,2745.7599999999998,1993744,96410.25,4.962844630259907,2
